id_invoice;cabang;kota;tipe_customer;jenis_kelamin;kategori_produk;harga_satuan;jumlah;pajak_5_persen;tanggal;waktu;metode_pembayaran;total_penjualan_sebelum_pajak;persentase_gross_margin;pendapatan_kotor;rating
387-49-4215;Martapura;Martapura;Member;Female;Hair Care;48.5;3;7.275;01/08/2019;12:50:00;Cash;145.5;4.761.904.762;7.275;6.7
862-17-9201;Martapura;Martapura;Normal;Female;Fragrance / Parfum;84.05;6;25.215;1/29/2019;10:48:00;Credit card;504.3;4.761.904.762;25.215;7.7
291-21-5991;Martapura;Martapura;Member;Male;Skincare;61.29;5;153.225;3/29/2019;14:28:00;Cash;306.45;4.761.904.762;153.225;7
602-80-9671;Banjarbaru;Banjarbaru;Member;Female;Body Care;15.95;6;4.785;02/09/2019;17:15:00;Credit card;95.7;4.761.904.762;4.785;5.1
347-72-6115;Martapura;Martapura;Member;Female;Hair Care;90.74;7;31.759;1/16/2019;18:03:00;Credit card;635.18;4.761.904.762;31.759;6.2
209-61-0206;Banjarmasin;Banjarmasin;Normal;Female;Body Care;42.91;5;107.275;01/05/2019;17:29:00;Ewallet;214.55;4.761.904.762;107.275;6.1
595-27-4851;Banjarmasin;Banjarmasin;Normal;Female;Beauty Tools;54.28;7;18.998;1/27/2019;18:05:00;Ewallet;379.96;4.761.904.762;18.998;9.3
189-52-0236;Banjarmasin;Banjarmasin;Normal;Male;Make Up;99.55;7;348.425;3/14/2019;12:07:00;Cash;696.85;4.761.904.762;348.425;7.6
503-07-0930;Banjarbaru;Banjarbaru;Member;Male;Hair Care;58.39;7;204.365;2/23/2019;19:49:00;Credit card;408.73;4.761.904.762;204.365;8.2
413-20-6708;Banjarbaru;Banjarbaru;Member;Female;Beauty Tools;51.47;1;25.735;3/18/2019;15:52:00;Ewallet;51.47;4.761.904.762;25.735;8.5
425-85-2085;Martapura;Martapura;Member;Male;Skincare;54.86;5;13.715;3/29/2019;16:48:00;Ewallet;274.3;4.761.904.762;13.715;9.8
521-18-7827;Banjarbaru;Banjarbaru;Member;Male;Body Care;39.39;5;98.475;1/22/2019;20:46:00;Credit card;196.95;4.761.904.762;98.475;8.7
220-28-1851;Banjarmasin;Banjarmasin;Normal;Male;Body Care;34.73;2;3.473;03/01/2019;18:14:00;Ewallet;69.46;4.761.904.762;3.473;9.7
600-38-9738;Banjarbaru;Banjarbaru;Member;Male;Hair Care;71.92;5;17.98;1/17/2019;15:05:00;Credit card;359.6;4.761.904.762;17.98;4.3
734-91-1155;Martapura;Martapura;Normal;Female;Make Up;45.71;3;68.565;3/26/2019;10:34:00;Credit card;137.13;4.761.904.762;68.565;7.7
451-28-5717;Banjarbaru;Banjarbaru;Member;Female;Body Care;83.17;6;24.951;3/20/2019;11:23:00;Cash;499.02;4.761.904.762;24.951;7.3
609-81-8548;Banjarmasin;Banjarmasin;Member;Female;Body Care;37.44;6;11.232;02/06/2019;13:55:00;Credit card;224.64;4.761.904.762;11.232;5.9
133-14-7229;Banjarbaru;Banjarbaru;Normal;Male;Skincare;62.87;2;6.287;01/01/2019;11:43:00;Cash;125.74;4.761.904.762;6.287;5
534-01-4457;Banjarmasin;Banjarmasin;Normal;Male;Fragrance / Parfum;81.71;6;24.513;1/27/2019;14:36:00;Credit card;490.26;4.761.904.762;24.513;8
719-89-8991;Banjarmasin;Banjarmasin;Member;Female;Hair Care;91.41;5;228.525;2/25/2019;16:03:00;Ewallet;457.05;4.761.904.762;228.525;7.1
286-62-6248;Martapura;Martapura;Normal;Male;Beauty Tools;39.21;4;7.842;1/16/2019;20:03:00;Credit card;156.84;4.761.904.762;7.842;9
339-38-9982;Martapura;Martapura;Member;Male;Beauty Tools;59.86;2;5.986;1/13/2019;14:55:00;Ewallet;119.72;4.761.904.762;5.986;6.7
827-44-5872;Martapura;Martapura;Member;Female;Fragrance / Parfum;54.36;10;27.18;02/07/2019;11:28:00;Credit card;543.6;4.761.904.762;27.18;6.1
827-77-7633;Banjarmasin;Banjarmasin;Normal;Male;Hair Care;98.09;9;441.405;2/17/2019;19:41:00;Cash;882.81;4.761.904.762;441.405;9.3
287-83-1405;Banjarmasin;Banjarmasin;Normal;Male;Skincare;25.43;6;7.629;02/12/2019;19:01:00;Ewallet;152.58;4.761.904.762;7.629;7
435-13-4908;Banjarmasin;Banjarmasin;Member;Male;Beauty Tools;86.68;8;34.672;1/24/2019;18:04:00;Credit card;693.44;4.761.904.762;34.672;7.2
857-67-9057;Martapura;Martapura;Normal;Male;Make Up;22.95;10;11.475;02/06/2019;19:20:00;Ewallet;229.5;4.761.904.762;11.475;8.2
236-27-1144;Banjarbaru;Banjarbaru;Normal;Female;Fragrance / Parfum;16.31;9;73.395;3/26/2019;10:31:00;Ewallet;146.79;4.761.904.762;73.395;8.4
892-05-6689;Banjarmasin;Banjarmasin;Normal;Female;Body Care;28.32;5;07.08;03/11/2019;13:28:00;Ewallet;141.6;4.761.904.762;07.08;6.2
583-41-4548;Banjarbaru;Banjarbaru;Normal;Male;Body Care;16.67;7;58.345;02/07/2019;11:36:00;Ewallet;116.69;4.761.904.762;58.345;7.4
339-12-4827;Martapura;Martapura;Member;Female;Beauty Tools;73.96;1;3.698;01/05/2019;11:32:00;Credit card;73.96;4.761.904.762;3.698;5
643-38-7867;Banjarmasin;Banjarmasin;Normal;Male;Body Care;97.94;1;4.897;03/07/2019;11:44:00;Ewallet;97.94;4.761.904.762;4.897;6.9
308-81-0538;Banjarmasin;Banjarmasin;Normal;Female;Beauty Tools;73.05;4;14.61;2/25/2019;17:16:00;Credit card;292.2;4.761.904.762;14.61;4.9
358-88-9262;Banjarbaru;Banjarbaru;Member;Female;Fragrance / Parfum;87.48;6;26.244;02/01/2019;18:43:00;Ewallet;524.88;4.761.904.762;26.244;5.1
460-35-4390;Banjarmasin;Banjarmasin;Normal;Male;Body Care;30.68;3;4.602;1/22/2019;11:00:00;Ewallet;92.04;4.761.904.762;4.602;9.1
343-87-0864;Banjarbaru;Banjarbaru;Member;Male;Skincare;75.88;1;3.794;01/03/2019;10:30:00;Credit card;75.88;4.761.904.762;3.794;7.1
173-50-1108;Martapura;Martapura;Member;Female;Hair Care;20.18;4;4.036;2/13/2019;12:14:00;Credit card;80.72;4.761.904.762;4.036;5
243-47-2663;Banjarbaru;Banjarbaru;Member;Male;Make Up;18.77;6;5.631;1/28/2019;16:43:00;Credit card;112.62;4.761.904.762;5.631;5.5
841-18-8232;Martapura;Martapura;Normal;Female;Fragrance / Parfum;71.2;1;3.56;01/05/2019;20:40:00;Credit card;71.2;4.761.904.762;3.56;9.2
701-23-5550;Martapura;Martapura;Member;Male;Body Care;38.81;4;7.762;3/19/2019;13:40:00;Ewallet;155.24;4.761.904.762;7.762;4.9
647-50-1224;Banjarmasin;Banjarmasin;Normal;Female;Beauty Tools;29.42;10;14.71;01/12/2019;16:23:00;Ewallet;294.2;4.761.904.762;14.71;8.9
541-48-8554;Banjarmasin;Banjarmasin;Normal;Male;Hair Care;60.95;9;274.275;01/07/2019;12:08:00;Credit card;548.55;4.761.904.762;274.275;6
539-21-7227;Martapura;Martapura;Normal;Female;Hair Care;51.54;5;12.885;1/26/2019;17:45:00;Cash;257.7;4.761.904.762;12.885;4.2
213-32-1216;Banjarmasin;Banjarmasin;Normal;Female;Make Up;66.06;6;19.818;1/23/2019;10:28:00;Cash;396.36;4.761.904.762;19.818;7.3
747-58-7183;Martapura;Martapura;Normal;Male;Beauty Tools;57.27;3;85.905;02/09/2019;20:31:00;Ewallet;171.81;4.761.904.762;85.905;6.5
582-52-8065;Martapura;Martapura;Normal;Female;Beauty Tools;54.31;9;244.395;2/22/2019;10:49:00;Cash;488.79;4.761.904.762;244.395;8.9
210-57-1719;Martapura;Martapura;Normal;Female;Skincare;58.24;9;26.208;02/05/2019;12:34:00;Cash;524.16;4.761.904.762;26.208;9.7
399-69-4630;Banjarbaru;Banjarbaru;Normal;Male;Make Up;22.21;6;6.663;03/07/2019;10:23:00;Credit card;133.26;4.761.904.762;6.663;8.6
134-75-2619;Banjarmasin;Banjarmasin;Member;Male;Make Up;19.32;7;6.762;3/25/2019;18:51:00;Cash;135.24;4.761.904.762;6.762;6.9
356-44-8813;Martapura;Martapura;Normal;Male;Body Care;37.48;3;5.622;1/20/2019;13:45:00;Credit card;112.44;4.761.904.762;5.622;7.7
198-66-9832;Martapura;Martapura;Member;Female;Beauty Tools;72.04;2;7.204;02/04/2019;19:38:00;Cash;144.08;4.761.904.762;7.204;9.5
283-26-5248;Banjarbaru;Banjarbaru;Member;Female;Fragrance / Parfum;98.52;10;49.26;1/30/2019;20:23:00;Ewallet;985.2;4.761.904.762;49.26;4.5
712-39-0363;Banjarmasin;Banjarmasin;Member;Male;Fragrance / Parfum;41.66;6;12.498;01/02/2019;15:24:00;Ewallet;249.96;4.761.904.762;12.498;5.6
218-59-9410;Banjarmasin;Banjarmasin;Member;Female;Body Care;72.42;3;10.863;3/29/2019;16:54:00;Ewallet;217.26;4.761.904.762;10.863;8.2
174-75-0888;Martapura;Martapura;Normal;Male;Make Up;21.58;9;9.711;3/14/2019;12:32:00;Cash;194.22;4.761.904.762;9.711;7.3
866-99-7614;Banjarbaru;Banjarbaru;Normal;Male;Fragrance / Parfum;89.2;10;44.6;02/11/2019;15:42:00;Credit card;892;4.761.904.762;44.6;4.4
134-54-4720;Martapura;Martapura;Normal;Female;Make Up;42.42;8;16.968;1/30/2019;13:58:00;Ewallet;339.36;4.761.904.762;16.968;5.7
760-90-2357;Banjarmasin;Banjarmasin;Member;Male;Make Up;74.51;6;22.353;3/20/2019;15:08:00;Ewallet;447.06;4.761.904.762;22.353;5
514-37-2845;Martapura;Martapura;Normal;Male;Beauty Tools;99.25;2;9.925;3/20/2019;13:02:00;Cash;198.5;4.761.904.762;9.925;9
698-98-5964;Banjarmasin;Banjarmasin;Normal;Female;Fragrance / Parfum;81.21;10;40.605;1/17/2019;13:01:00;Credit card;812.1;4.761.904.762;40.605;6.3
718-57-9773;Banjarbaru;Banjarbaru;Normal;Female;Hair Care;49.33;10;24.665;02/03/2019;16:40:00;Credit card;493.3;4.761.904.762;24.665;9.4
651-88-7328;Banjarmasin;Banjarmasin;Normal;Female;Beauty Tools;65.74;9;29.583;01/01/2019;13:55:00;Cash;591.66;4.761.904.762;29.583;7.7
241-11-2261;Martapura;Martapura;Normal;Female;Beauty Tools;79.86;7;27.951;01/10/2019;10:33:00;Credit card;559.02;4.761.904.762;27.951;5.5
408-26-9866;Banjarbaru;Banjarbaru;Normal;Female;Hair Care;73.98;7;25.893;03/02/2019;16:42:00;Ewallet;517.86;4.761.904.762;25.893;4.1
834-83-1826;Martapura;Martapura;Member;Female;Body Care;82.04;5;20.51;2/25/2019;17:16:00;Credit card;410.2;4.761.904.762;20.51;7.6
343-61-3544;Martapura;Martapura;Member;Male;Hair Care;26.67;10;13.335;1/29/2019;11:48:00;Cash;266.7;4.761.904.762;13.335;8.6
239-48-4278;Banjarmasin;Banjarmasin;Member;Male;Fragrance / Parfum;10.13;7;35.455;03/10/2019;19:35:00;Ewallet;70.91;4.761.904.762;35.455;8.3
355-34-6244;Martapura;Martapura;Normal;Male;Fragrance / Parfum;72.39;2;7.239;1/13/2019;19:55:00;Credit card;144.78;4.761.904.762;7.239;8.1
550-84-8664;Banjarmasin;Banjarmasin;Normal;Male;Hair Care;85.91;5;214.775;3/22/2019;14:33:00;Credit card;429.55;4.761.904.762;214.775;8.6
339-96-8318;Martapura;Martapura;Member;Male;Beauty Tools;81.31;7;284.585;03/01/2019;19:49:00;Ewallet;569.17;4.761.904.762;284.585;6.3
458-61-0011;Martapura;Martapura;Normal;Male;Fragrance / Parfum;60.3;4;12.06;2/20/2019;18:43:00;Cash;241.2;4.761.904.762;12.06;5.8
592-34-6155;Banjarbaru;Banjarbaru;Normal;Male;Fragrance / Parfum;31.77;4;6.354;1/14/2019;14:43:00;Ewallet;127.08;4.761.904.762;6.354;6.2
797-88-0493;Banjarmasin;Banjarmasin;Normal;Female;Skincare;64.27;4;12.854;3/26/2019;13:54:00;Cash;257.08;4.761.904.762;12.854;7.7
207-73-1363;Martapura;Martapura;Normal;Male;Skincare;69.51;2;6.951;03/01/2019;12:15:00;Ewallet;139.02;4.761.904.762;6.951;8.1
390-31-6381;Banjarbaru;Banjarbaru;Normal;Male;Fragrance / Parfum;27.22;3;4.083;01/07/2019;12:37:00;Cash;81.66;4.761.904.762;4.083;7.3
443-82-0585;Banjarmasin;Banjarmasin;Member;Female;Skincare;77.68;4;15.536;02/01/2019;19:54:00;Cash;310.72;4.761.904.762;15.536;8.4
339-18-7061;Banjarbaru;Banjarbaru;Member;Female;Beauty Tools;92.98;2;9.298;2/13/2019;15:06:00;Credit card;185.96;4.761.904.762;9.298;8
359-90-3665;Martapura;Martapura;Member;Female;Beauty Tools;18.08;4;3.616;1/14/2019;18:03:00;Credit card;72.32;4.761.904.762;3.616;9.5
375-72-3056;Martapura;Martapura;Normal;Male;Hair Care;63.06;3;9.459;1/19/2019;15:58:00;Ewallet;189.18;4.761.904.762;9.459;7
127-47-6963;Banjarmasin;Banjarmasin;Normal;Male;Skincare;51.71;4;10.342;03/09/2019;13:53:00;Credit card;206.84;4.761.904.762;10.342;9.8
278-86-2735;Banjarmasin;Banjarmasin;Normal;Female;Fragrance / Parfum;52.34;3;7.851;3/27/2019;14:03:00;Cash;157.02;4.761.904.762;7.851;9.2
695-28-6250;Banjarmasin;Banjarmasin;Normal;Female;Hair Care;43.06;5;10.765;02/04/2019;16:38:00;Ewallet;215.3;4.761.904.762;10.765;7.7
379-17-6588;Banjarbaru;Banjarbaru;Normal;Male;Beauty Tools;59.61;10;29.805;3/14/2019;11:07:00;Cash;596.1;4.761.904.762;29.805;5.3
227-50-3718;Banjarmasin;Banjarmasin;Normal;Male;Skincare;14.62;5;3.655;03/04/2019;12:23:00;Cash;73.1;4.761.904.762;3.655;4.4
302-15-2162;Banjarbaru;Banjarbaru;Member;Male;Skincare;46.53;6;13.959;03/03/2019;10:54:00;Credit card;279.18;4.761.904.762;13.959;4.3
788-07-8452;Banjarbaru;Banjarbaru;Member;Female;Body Care;24.24;7;8.484;1/27/2019;17:38:00;Ewallet;169.68;4.761.904.762;8.484;9.4
560-49-6611;Banjarmasin;Banjarmasin;Member;Female;Hair Care;45.58;1;2.279;02/07/2019;14:13:00;Cash;45.58;4.761.904.762;2.279;9.8
880-35-0356;Banjarmasin;Banjarmasin;Member;Female;Hair Care;75.2;3;11.28;02/05/2019;11:51:00;Ewallet;225.6;4.761.904.762;11.28;4.8
585-11-6748;Martapura;Martapura;Member;Male;Hair Care;96.8;3;14.52;3/15/2019;13:05:00;Cash;290.4;4.761.904.762;14.52;5.3
470-31-3286;Martapura;Martapura;Normal;Male;Skincare;14.82;3;2.223;03/01/2019;11:30:00;Credit card;44.46;4.761.904.762;2.223;8.7
152-68-2907;Banjarmasin;Banjarmasin;Normal;Male;Fragrance / Parfum;52.2;3;7.83;2/15/2019;13:30:00;Credit card;156.6;4.761.904.762;7.83;9.5
123-35-4896;Banjarbaru;Banjarbaru;Normal;Female;Hair Care;46.66;9;20.997;2/17/2019;19:11:00;Ewallet;419.94;4.761.904.762;20.997;5.3
258-69-7810;Banjarbaru;Banjarbaru;Normal;Female;Beauty Tools;36.85;5;92.125;1/26/2019;18:53:00;Cash;184.25;4.761.904.762;92.125;9.2
334-64-2006;Banjarmasin;Banjarmasin;Member;Female;Body Care;70.32;2;7.032;3/24/2019;14:22:00;Ewallet;140.64;4.761.904.762;7.032;9.6
219-61-4139;Banjarbaru;Banjarbaru;Normal;Male;Make Up;83.08;1;4.154;1/23/2019;17:16:00;Ewallet;83.08;4.761.904.762;4.154;6.4
881-41-7302;Banjarbaru;Banjarbaru;Normal;Female;Beauty Tools;64.99;1;32.495;1/26/2019;10:06:00;Credit card;64.99;4.761.904.762;32.495;4.5
373-09-4567;Banjarbaru;Banjarbaru;Normal;Male;Fragrance / Parfum;77.56;10;38.78;3/14/2019;20:35:00;Ewallet;775.6;4.761.904.762;38.78;6.9
642-30-6693;Martapura;Martapura;Normal;Female;Hair Care;54.51;6;16.353;3/17/2019;13:54:00;Ewallet;327.06;4.761.904.762;16.353;7.8
484-22-8230;Banjarbaru;Banjarbaru;Member;Female;Beauty Tools;51.89;7;181.615;01/08/2019;20:08:00;Cash;363.23;4.761.904.762;181.615;4.5
830-58-2383;Martapura;Martapura;Normal;Male;Body Care;31.75;4;6.35;02/08/2019;15:26:00;Cash;127;4.761.904.762;6.35;8.6
559-98-9873;Banjarmasin;Banjarmasin;Member;Female;Beauty Tools;53.65;7;187.775;02/10/2019;12:56:00;Ewallet;375.55;4.761.904.762;187.775;5.2
544-32-5024;Banjarbaru;Banjarbaru;Member;Female;Fragrance / Parfum;49.79;4;9.958;3/28/2019;19:16:00;Credit card;199.16;4.761.904.762;9.958;6.4
318-12-0304;Banjarmasin;Banjarmasin;Normal;Male;Beauty Tools;30.61;1;15.305;1/23/2019;12:20:00;Ewallet;30.61;4.761.904.762;15.305;5.2
349-97-8902;Martapura;Martapura;Member;Male;Fragrance / Parfum;57.89;2;5.789;1/17/2019;10:37:00;Ewallet;115.78;4.761.904.762;5.789;8.9
421-95-9805;Banjarmasin;Banjarmasin;Normal;Female;Make Up;28.96;1;1.448;02/07/2019;10:18:00;Credit card;28.96;4.761.904.762;1.448;6.2
277-35-5865;Banjarbaru;Banjarbaru;Member;Female;Fragrance / Parfum;98.97;9;445.365;03/09/2019;11:23:00;Cash;890.73;4.761.904.762;445.365;6.7
789-23-8625;Martapura;Martapura;Member;Male;Beauty Tools;93.22;3;13.983;1/24/2019;11:45:00;Cash;279.66;4.761.904.762;13.983;7.2
284-54-4231;Banjarbaru;Banjarbaru;Member;Male;Hair Care;80.93;1;40.465;1/19/2019;16:08:00;Credit card;80.93;4.761.904.762;40.465;9
443-59-0061;Banjarmasin;Banjarmasin;Member;Male;Fragrance / Parfum;67.45;10;33.725;02/03/2019;11:25:00;Ewallet;674.5;4.761.904.762;33.725;4.2
509-29-3912;Banjarmasin;Banjarmasin;Member;Female;Hair Care;38.72;9;17.424;3/20/2019;12:24:00;Ewallet;348.48;4.761.904.762;17.424;4.2
327-40-9673;Martapura;Martapura;Member;Male;Hair Care;72.6;6;21.78;1/13/2019;19:51:00;Cash;435.6;4.761.904.762;21.78;6.9
840-19-2096;Banjarbaru;Banjarbaru;Member;Male;Make Up;87.91;5;219.775;3/14/2019;18:10:00;Ewallet;439.55;4.761.904.762;219.775;4.4
828-46-6863;Banjarmasin;Banjarmasin;Member;Male;Fragrance / Parfum;98.53;6;29.559;1/23/2019;11:22:00;Credit card;591.18;4.761.904.762;29.559;4
641-96-3695;Banjarbaru;Banjarbaru;Member;Female;Beauty Tools;43.46;6;13.038;02/07/2019;17:55:00;Ewallet;260.76;4.761.904.762;13.038;8.5
420-97-3340;Banjarmasin;Banjarmasin;Normal;Female;Fragrance / Parfum;71.68;3;10.752;3/28/2019;15:30:00;Credit card;215.04;4.761.904.762;10.752;9.2
436-54-4512;Banjarmasin;Banjarmasin;Member;Female;Fragrance / Parfum;91.61;1;45.805;3/20/2019;19:44:00;Cash;91.61;4.761.904.762;45.805;9.8
670-79-6321;Martapura;Martapura;Member;Female;Body Care;94.59;7;331.065;1/17/2019;15:27:00;Credit card;662.13;4.761.904.762;331.065;4.9
852-62-7105;Martapura;Martapura;Normal;Female;Beauty Tools;83.25;10;41.625;01/12/2019;11:25:00;Credit card;832.5;4.761.904.762;41.625;4.4
598-06-7312;Martapura;Martapura;Member;Male;Beauty Tools;91.35;1;45.675;2/16/2019;15:42:00;Cash;91.35;4.761.904.762;45.675;6.8
135-13-8269;Martapura;Martapura;Member;Female;Fragrance / Parfum;78.88;2;7.888;1/26/2019;16:04:00;Cash;157.76;4.761.904.762;7.888;9.1
816-57-2053;Banjarmasin;Banjarmasin;Normal;Male;Hair Care;60.87;2;6.087;03/09/2019;12:37:00;Ewallet;121.74;4.761.904.762;6.087;8.7
628-90-8624;Martapura;Martapura;Member;Male;Skincare;82.58;10;41.29;3/14/2019;14:41:00;Cash;825.8;4.761.904.762;41.29;5
856-66-2701;Banjarmasin;Banjarmasin;Member;Male;Body Care;53.3;3;7.995;1/25/2019;14:19:00;Ewallet;159.9;4.761.904.762;7.995;7.5
308-39-1707;Banjarmasin;Banjarmasin;Normal;Female;Beauty Tools;12.09;1;6.045;1/26/2019;18:19:00;Credit card;12.09;4.761.904.762;6.045;8.2
149-61-1929;Banjarmasin;Banjarmasin;Normal;Male;Hair Care;64.19;10;32.095;1/19/2019;14:08:00;Credit card;641.9;4.761.904.762;32.095;6.7
655-07-2265;Banjarmasin;Banjarmasin;Normal;Male;Make Up;78.31;3;117.465;03/05/2019;16:38:00;Ewallet;234.93;4.761.904.762;117.465;5.4
589-02-8023;Banjarmasin;Banjarmasin;Member;Male;Fragrance / Parfum;83.77;2;8.377;1/15/2019;10:54:00;Credit card;167.54;4.761.904.762;8.377;7
420-04-7590;Martapura;Martapura;Normal;Male;Body Care;99.7;3;14.955;3/18/2019;11:29:00;Ewallet;299.1;4.761.904.762;14.955;4.7
182-88-2763;Martapura;Martapura;Member;Male;Fragrance / Parfum;79.91;3;119.865;3/20/2019;19:28:00;Credit card;239.73;4.761.904.762;119.865;5
188-55-0967;Martapura;Martapura;Member;Male;Skincare;66.47;10;33.235;1/15/2019;15:01:00;Credit card;664.7;4.761.904.762;33.235;5
610-46-4100;Banjarmasin;Banjarmasin;Normal;Male;Skincare;28.95;7;101.325;03/03/2019;20:31:00;Credit card;202.65;4.761.904.762;101.325;6
318-81-2368;Banjarbaru;Banjarbaru;Normal;Female;Make Up;46.2;1;2.31;3/19/2019;12:16:00;Cash;46.2;4.761.904.762;2.31;6.3
364-33-8584;Martapura;Martapura;Member;Female;Fragrance / Parfum;17.63;5;44.075;03/08/2019;15:27:00;Cash;88.15;4.761.904.762;44.075;8.5
665-63-9737;Martapura;Martapura;Normal;Male;Beauty Tools;52.42;3;7.863;2/27/2019;17:36:00;Ewallet;157.26;4.761.904.762;7.863;7.5
695-09-5146;Martapura;Martapura;Member;Female;Fragrance / Parfum;98.79;3;148.185;2/23/2019;20:00:00;Ewallet;296.37;4.761.904.762;148.185;6.4
155-45-3814;Banjarbaru;Banjarbaru;Member;Female;Make Up;88.55;8;35.42;3/19/2019;15:29:00;Ewallet;708.4;4.761.904.762;35.42;4.7
794-32-2436;Martapura;Martapura;Member;Male;Make Up;55.67;2;5.567;3/27/2019;15:08:00;Ewallet;111.34;4.761.904.762;5.567;6
131-15-8856;Banjarbaru;Banjarbaru;Member;Female;Fragrance / Parfum;72.52;8;29.008;3/30/2019;19:26:00;Credit card;580.16;4.761.904.762;29.008;4
273-84-2164;Banjarbaru;Banjarbaru;Member;Male;Make Up;12.05;5;30.125;2/16/2019;15:53:00;Ewallet;60.25;4.761.904.762;30.125;5.5
706-36-6154;Banjarmasin;Banjarmasin;Member;Male;Body Care;19.36;9;8.712;1/18/2019;18:43:00;Ewallet;174.24;4.761.904.762;8.712;8.7
778-89-7974;Banjarbaru;Banjarbaru;Normal;Male;Skincare;70.21;6;21.063;3/30/2019;14:58:00;Cash;421.26;4.761.904.762;21.063;7.4
574-31-8277;Martapura;Martapura;Member;Male;Beauty Tools;33.63;1;16.815;3/20/2019;19:55:00;Cash;33.63;4.761.904.762;16.815;5.6
859-71-0933;Banjarbaru;Banjarbaru;Member;Female;Hair Care;15.49;2;1.549;1/16/2019;15:10:00;Cash;30.98;4.761.904.762;1.549;6.3
740-11-5257;Banjarbaru;Banjarbaru;Normal;Male;Make Up;24.74;10;12.37;2/24/2019;16:44:00;Cash;247.4;4.761.904.762;12.37;7.1
369-82-2676;Martapura;Martapura;Normal;Male;Make Up;75.66;5;18.915;1/15/2019;18:22:00;Ewallet;378.3;4.761.904.762;18.915;7.8
563-47-4072;Martapura;Martapura;Normal;Female;Skincare;55.81;6;16.743;1/22/2019;11:52:00;Cash;334.86;4.761.904.762;16.743;9.9
742-04-5161;Banjarmasin;Banjarmasin;Member;Male;Body Care;72.78;10;36.39;02/03/2019;17:24:00;Cash;727.8;4.761.904.762;36.39;7.3
149-15-7606;Martapura;Martapura;Member;Male;Hair Care;37.32;9;16.794;03/06/2019;15:31:00;Ewallet;335.88;4.761.904.762;16.794;5.1
133-77-3154;Martapura;Martapura;Member;Male;Beauty Tools;60.18;4;12.036;2/16/2019;18:04:00;Credit card;240.72;4.761.904.762;12.036;9.4
169-52-4504;Banjarmasin;Banjarmasin;Normal;Female;Make Up;15.69;3;23.535;3/14/2019;14:13:00;Credit card;47.07;4.761.904.762;23.535;5.8
250-81-7186;Banjarbaru;Banjarbaru;Normal;Female;Make Up;99.69;1;49.845;2/27/2019;10:23:00;Credit card;99.69;4.761.904.762;49.845;8
562-12-5430;Banjarmasin;Banjarmasin;Member;Female;Beauty Tools;88.15;3;132.225;1/18/2019;10:11:00;Ewallet;264.45;4.761.904.762;132.225;7.9
816-72-8853;Banjarmasin;Banjarmasin;Member;Female;Hair Care;27.93;5;69.825;1/29/2019;15:48:00;Cash;139.65;4.761.904.762;69.825;5.9
491-38-3499;Banjarmasin;Banjarmasin;Member;Male;Beauty Tools;55.45;1;27.725;2/26/2019;17:46:00;Credit card;55.45;4.761.904.762;27.725;4.9
322-02-2271;Martapura;Martapura;Normal;Female;Hair Care;42.97;3;64.455;02/03/2019;11:46:00;Cash;128.91;4.761.904.762;64.455;9.3
842-29-4695;Banjarbaru;Banjarbaru;Member;Male;Hair Care;17.14;7;5.999;1/16/2019;12:07:00;Credit card;119.98;4.761.904.762;5.999;7.9
725-67-2480;Martapura;Martapura;Member;Female;Beauty Tools;58.75;6;17.625;3/24/2019;18:14:00;Credit card;352.5;4.761.904.762;17.625;5.9
641-51-2661;Banjarbaru;Banjarbaru;Member;Female;Fragrance / Parfum;87.1;10;43.55;02/12/2019;14:45:00;Credit card;871;4.761.904.762;43.55;9.9
714-02-3114;Banjarbaru;Banjarbaru;Normal;Female;Hair Care;98.8;2;9.88;2/21/2019;11:39:00;Cash;197.6;4.761.904.762;9.88;7.7
518-17-2983;Banjarmasin;Banjarmasin;Normal;Female;Beauty Tools;48.63;4;9.726;02/04/2019;15:44:00;Ewallet;194.52;4.761.904.762;9.726;7.6
779-42-2410;Martapura;Martapura;Member;Male;Fragrance / Parfum;57.74;3;8.661;2/20/2019;13:06:00;Ewallet;173.22;4.761.904.762;8.661;7.7
190-14-3147;Martapura;Martapura;Normal;Female;Skincare;17.97;4;3.594;2/23/2019;20:43:00;Ewallet;71.88;4.761.904.762;3.594;6.4
408-66-6712;Banjarbaru;Banjarbaru;Member;Female;Skincare;47.71;6;14.313;2/16/2019;14:19:00;Ewallet;286.26;4.761.904.762;14.313;4.4
679-22-6530;Martapura;Martapura;Normal;Female;Hair Care;40.62;2;4.062;1/17/2019;10:01:00;Credit card;81.24;4.761.904.762;4.062;4.1
588-47-8641;Banjarmasin;Banjarmasin;Member;Male;Beauty Tools;56.04;10;28.02;1/14/2019;19:30:00;Ewallet;560.4;4.761.904.762;28.02;4.4
642-61-4706;Martapura;Martapura;Member;Male;Fragrance / Parfum;93.4;2;9.34;3/30/2019;16:34:00;Cash;186.8;4.761.904.762;9.34;5.5
576-31-4774;Martapura;Martapura;Normal;Female;Skincare;73.41;3;110.115;03/02/2019;13:10:00;Ewallet;220.23;4.761.904.762;110.115;4
556-41-6224;Banjarbaru;Banjarbaru;Normal;Male;Skincare;33.64;8;13.456;2/15/2019;17:10:00;Credit card;269.12;4.761.904.762;13.456;9.3
811-03-8790;Banjarmasin;Banjarmasin;Normal;Female;Make Up;45.48;10;22.74;03/01/2019;10:22:00;Credit card;454.8;4.761.904.762;22.74;4.8
